timestamp,joint_0_x,joint_0_y,joint_0_z,joint_1_x,joint_1_y,joint_1_z,joint_2_x,joint_2_y,joint_2_z,joint_3_x,joint_3_y,joint_3_z,joint_4_x,joint_4_y,joint_4_z,joint_5_x,joint_5_y,joint_5_z,joint_6_x,joint_6_y,joint_6_z,joint_7_x,joint_7_y,joint_7_z,joint_8_x,joint_8_y,joint_8_z,joint_9_x,joint_9_y,joint_9_z,joint_10_x,joint_10_y,joint_10_z,joint_11_x,joint_11_y,joint_11_z,joint_12_x,joint_12_y,joint_12_z,joint_13_x,joint_13_y,joint_13_z,joint_14_x,joint_14_y,joint_14_z,joint_15_x,joint_15_y,joint_15_z,joint_16_x,joint_16_y,joint_16_z,joint_17_x,joint_17_y,joint_17_z,joint_18_x,joint_18_y,joint_18_z,joint_19_x,joint_19_y,joint_19_z,joint_20_x,joint_20_y,joint_20_z,joint_21_x,joint_21_y,joint_21_z,joint_22_x,joint_22_y,joint_22_z,joint_23_x,joint_23_y,joint_23_z,joint_24_x,joint_24_y,joint_24_z,joint_25_x,joint_25_y,joint_25_z,joint_26_x,joint_26_y,joint_26_z,joint_27_x,joint_27_y,joint_27_z,joint_28_x,joint_28_y,joint_28_z,joint_29_x,joint_29_y,joint_29_z,joint_30_x,joint_30_y,joint_30_z,joint_31_x,joint_31_y,joint_31_z,joint_32_x,joint_32_y,joint_32_z
2025-12-11T22:04:09.131497,0.29728883504867554,-0.3445635735988617,2.830000162124634,0.3334798812866211,-0.3666935861110687,2.821333408355713,0.3468593657016754,-0.36613038182258606,2.817000150680542,0.36075103282928467,-0.36150044202804565,2.817000150680542,0.30179426074028015,-0.3875596821308136,2.8728890419006348,0.28907310962677,-0.39425379037857056,2.887333393096924,0.28028011322021484,-0.39999738335609436,2.8945558071136475,0.3913235366344452,-0.34077972173690796,2.8372223377227783,0.2719177007675171,-0.38736867904663086,2.906888961791992,,,,,,,,,,0.12346804141998291,-0.2195783108472824,2.8993334770202637,,,,,,,,,,,,,0.4688457250595093,0.5016937851905823,2.854889154434204,,,,0.4375399947166443,0.5128882527351379,2.8650002479553223,,,,0.4042629897594452,0.47324541211128235,2.7976667881011963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11T22:04:09.188590,,,,0.25620368123054504,-0.35494980216026306,2.8386669158935547,0.26834607124328613,-0.35251152515411377,2.819166898727417,0.28203150629997253,-0.3476106822490692,2.817000150680542,0.2243366837501526,-0.36557844281196594,2.848778009414673,0.21464407444000244,-0.36969736218452454,2.844444513320923,0.20497998595237732,-0.3738020956516266,2.840111255645752,,,,0.19084078073501587,-0.36887603998184204,2.838125228881836,,,,,,,,,,,,,,,,,,,,,,,,,0.35995516180992126,0.4395288825035095,2.8473334312438965,-0.1885043978691101,0.3309895694255829,2.7243335247039795,0.34209901094436646,0.4500270485877991,2.85455584526062,-0.1707584112882614,0.35820552706718445,2.7269999980926514,0.3263676166534424,0.425840824842453,2.8813750743865967,-0.14280760288238525,0.3377819061279297,2.7070000171661377,,,,,,,0.26376500725746155,0.5279750823974609,2.9224445819854736,,,,,,,,,,,,,,,,,,,,,
2025-12-11T22:04:09.302749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1689368188381195,0.4109339416027069,2.9442224502563477,-0.40194839239120483,0.42760297656059265,2.684333324432373,0.16119273006916046,0.5138841271400452,2.9800002574920654,,,,0.13056331872940063,0.5187592506408691,2.952000141143799,,,,0.09917651116847992,0.45970994234085083,2.8858890533447266,-0.4493389427661896,0.4844111204147339,2.7309999465942383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11T22:04:09.361491,0.02756102941930294,-0.42026734352111816,2.8386669158935547,0.04675949364900589,-0.4534365236759186,2.8714444637298584,0.05601911619305611,-0.4472759962081909,2.86222243309021,0.06522063165903091,-0.4458521902561188,2.8531112670898438,0.018607547506690025,-0.4623398184776306,2.8976666927337646,0.0043457187712192535,-0.4700934886932373,2.916222333908081,-0.005247196182608604,-0.47059500217437744,2.9193334579467773,0.07410948723554611,-0.42894256114959717,2.8343334197998047,-0.02437717653810978,-0.46455585956573486,2.911555528640747,0.036611784249544144,-0.3800201416015625,2.817000150680542,-0.00043469879892654717,-0.3910764753818512,2.830000162124634,,,,-0.16203442215919495,-0.31429362297058105,2.8088889122009277,,,,,,,,,,,,,,,,-0.3963494300842285,0.24359893798828125,2.8006668090820312,,,,-0.38671019673347473,0.25409942865371704,2.764666795730591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009222256019711494,0.5461378693580627,2.94266676902771,,,
2025-12-11T22:04:09.789564,0.06203466281294823,-0.45692989230155945,2.9240000247955322,0.08037114888429642,-0.47569528222084045,2.892000198364258,,,,,,,0.04668531194329262,-0.4762767553329468,2.866888999938965,0.03247696906328201,-0.47994470596313477,2.8606667518615723,0.018293606117367744,-0.48263224959373474,2.848778009414673,,,,-0.032374393194913864,-0.47495052218437195,2.7765002250671387,,,,,,,,,,,,,0.22866782546043396,-0.0433306023478508,2.903777837753296,,,,,,,-0.48476049304008484,0.4008813798427582,2.8061110973358154,,,,,,,,,,,,,,,,-0.5151965618133545,0.4687909483909607,2.7713334560394287,,,,,,,0.20762133598327637,0.23738589882850647,3.014000177383423,,,,,,,,,,,,,,,,,,,,,
2025-12-11T22:04:09.961445,,,,,,,,,,,,,,,,,,,0.056425776332616806,-0.46473807096481323,2.883000135421753,,,,0.023229114711284637,-0.4690060615539551,2.8801112174987793,,,,,,,,,,-0.1737014651298523,-0.35142308473587036,2.7740001678466797,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49799075722694397,0.43780022859573364,2.7770001888275146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11T22:04:10.018367,0.027350662276148796,-0.4263193607330322,2.817000150680542,0.054977454245090485,-0.44357576966285706,2.809000015258789,0.06436467170715332,-0.44000083208084106,2.815666913986206,0.07365627586841583,-0.43557924032211304,2.817000150680542,0.022743402048945427,-0.4545646011829376,2.8198890686035156,0.01352109108120203,-0.46084579825401306,2.830000162124634,0.004217231646180153,-0.46084579825401306,2.830000162124634,,,,-0.028476493433117867,-0.47698071599006653,2.8430001735687256,0.031981226056814194,-0.39390993118286133,2.817000150680542,-0.00043336753151379526,-0.4037899374961853,2.821333408355713,,,,-0.1755521595478058,-0.34134384989738464,2.803555727005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5169994235038757,0.44977298378944397,2.883000135421753,,,,,,,0.05394566431641579,0.41008418798446655,3.009000062942505,,,,,,,,,,,,,,,,,,,,,
2025-12-11T22:04:10.064522,0.0378204770386219,-0.4356110692024231,2.9100000858306885,0.06607368588447571,-0.45168375968933105,2.8904287815093994,0.07538197934627533,-0.45052289962768555,2.883000135421753,,,,0.03263212367892265,-0.45861685276031494,2.874333381652832,0.023109927773475647,-0.46189025044441223,2.8653335571289062,0.013697337359189987,-0.4621409773826599,2.866888999938965,,,,,,,0.04208173230290413,-0.40192702412605286,2.874333381652832,0.004313431680202484,-0.4142695367336273,2.8945558071136475,,,,-0.18083178997039795,-0.33799049258232117,2.814000129699707,,,,,,,,,,-0.43416938185691833,0.2887469530105591,2.8372223377227783,,,,,,,,,,,,,,,,-0.49840107560157776,0.4237736761569977,2.805000066757202,,,,,,,,,,,,,,,,,,,,,,,,,-0.037904392927885056,0.5521881580352783,2.849111318588257,,,
2025-12-11T22:04:10.108650,,,,,,,,,,,,,0.041904423385858536,-0.466092973947525,2.86222243309021,0.027687247842550278,-0.4643740952014923,2.8516669273376465,0.018256502225995064,-0.46763545274734497,2.8430001735687256,,,,-0.014522699639201164,-0.47446778416633606,2.8560001850128174,,,,,,,,,,-0.18102458119392395,-0.35224059224128723,2.817000150680542,,,,,,,,,,-0.3861503005027771,0.22266632318496704,2.82711124420166,,,,-0.4377531409263611,0.29115110635757446,2.7713334560394287,,,,-0.413528174161911,0.31283044815063477,2.761666774749756,,,,-0.37917059659957886,0.28817445039749146,2.743000030517578,,,,,,,,,,,,,,,,,,,,,,,,,-0.005384397227317095,0.5707449913024902,2.995666742324829,-0.3845319449901581,0.5131627321243286,2.4600000381469727
2025-12-11T22:04:10.224880,,,,0.06913188844919205,-0.4640715420246124,2.821333408355713,,,,,,,0.04106665775179863,-0.4706053137779236,2.805000066757202,0.027178054675459862,-0.4742366373538971,2.799222230911255,0.01792900264263153,-0.47760194540023804,2.7920000553131104,,,,-0.0186185073107481,-0.4733254313468933,2.767000198364258,,,,0.02719208039343357,-0.4376567602157593,2.8006668090820312,,,,,,,,,,,,,,,,-0.4637802839279175,0.32531461119651794,2.790889024734497,,,,,,,,,,,,,,,,,,,,,,,,,0.22123432159423828,0.18272431194782257,2.9317779541015625,,,,,,,,,,,,,,,,,,,,,
